# This is the Oscillation data of the neural bias and output and command data 
# 1 time(s), 2 osc[1].cpgPhase, 3 osc[1].outPhase, 4 -sin(osc[1].outPhase), 5 osc[1].footBias, 6 sDataSet.forceData[1], 7 ctr[1].l_toePos[x], 8 ctr[1].l_toePos[y], 9 ctr[1].l_toePos[z], 10 ctr[1].tAngle, 11 ctr[1].cAngle, 12 ctr[1].fAngle,           13 osc[2].cpgPhase, 14 osc[2].outPhase, 15 -sin(osc[2].outPhase), 16 osc[2].footBias, 17 sDataSet.forceData[2], 18 ctr[2].l_toePos[x], 19 ctr[2].l_toePos[y], 20 ctr[2].l_toePos[z], 21 ctr[2].tAngle, 22 ctr[2].cAngle, 23 ctr[2].fAngle,           
6.05, 5.48495  5.2854  0.840275 0 0 0.103458 -0.120806 -0.0695835 -0.8626 -0.781074 2.045       2.39169  1.99308  -0.912157 0 0.265254 0.0796578 0.162029 -0.12 1.11387 0.0476378 1.26112       
6.1, 5.58162  5.40622  0.768799 0 0 0.105891 -0.116591 -0.0738721 -0.833456 -0.723852 2.01494       2.48836  2.07363  -0.876221 0 0.268062 0.0778561 0.165149 -0.12 1.13027 0.0596244 1.2423       
6.15, 5.67828  5.52705  0.686112 0 0 0.108091 -0.112781 -0.0788333 -0.806626 -0.654229 1.9699       2.58502  2.15418  -0.834602 0 0.27144 0.0761325 0.168135 -0.12 1.14561 0.0720608 1.22372       
6.2, 5.77494  5.64788  0.593421 0 0 0.110026 -0.109429 -0.0843947 -0.782678 -0.574138 1.91229       2.68168  2.23474  -0.787571 0 0.273328 0.0744982 0.170965 -0.12 1.15986 0.0848021 1.20559       
6.25, 5.87161  5.76871  0.492076 0 0 0.111668 -0.106586 -0.0904754 -0.762119 -0.485644 1.84482       2.77835  2.31529  -0.735432 0 0.277651 0.0729639 0.173623 -0.12 1.17296 0.0976772 1.1881       
6.3, 5.96827  5.88954  0.383556 0 0 0.112992 -0.104293 -0.0969866 -0.745383 -0.390741 1.77014       2.87501  2.39584  -0.678524 0 0.280044 0.0715394 0.17609 -0.12 1.1849 0.110489 1.17145       
6.35, 6.06493  6.01037  0.269443 0 0 0.113979 -0.102582 -0.103833 -0.732819 -0.291194 1.69056       2.97167  2.47639  -0.617216 0 0.282312 0.070234 0.178351 -0.12 1.19565 0.123018 1.15585       
6.4, 6.1616  6.1312  0.151401 0 0 0.114616 -0.10148 -0.110916 -0.724686 -0.188451 1.60801       3.06834  2.55695  -0.551904 0 0.283435 0.0690561 0.180391 -0.12 1.20519 0.135023 1.14149       
6.45, 6.25826  6.25203  0.0311509 0 0 0.114892 -0.101002 -0.118131 -0.72115 -0.0836011 1.52395       3.165  2.6375  -0.483013 0 0.286815 0.0680135 0.182197 -0.12 1.21352 0.146249 1.12855       
6.5, 0.0717387  0.0597822  -0.0597466 0 0 0.114859 -0.101058 -0.12 -0.721567 -0.0562858 1.50204       3.26166  2.71805  -0.41099 0 0.287993 0.0671128 0.183757 -0.12 1.22062 0.156434 1.11719       
